Format Version,1.23,Take Name,sim-fk-400-6,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-04-01 06.13.07.517 PM,Capture Start Frame,2877408,Total Frames in Take,8736,Total Exported Frames,8736,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
30,0.250000,321.732788,885.458374,378.387970,229.193207,888.661560,368.262604,274.516602,886.809204,395.043518,305.911987,1093.924072,333.931610,294.735382,1090.674561,357.300049,263.960144,1098.563599,318.495605,257.153473,1094.682617,345.911926,289.242462,1300.787720,380.440582,251.195816,1302.895386,359.478302,275.969391,1306.329224,333.052826,231.486557,1503.065063,398.521912,273.481750,1509.762695,400.156250,257.233337,1512.742065,357.705414,255.674011,1293.339722,363.350342,,,,,,,,,,,,
31,0.258000,321.714325,885.476929,378.404022,229.185577,888.674377,368.269745,274.510132,886.816895,395.035339,305.891388,1093.915039,333.921753,294.727783,1090.689575,357.298889,263.960236,1098.575195,318.487946,257.144135,1094.687988,345.909668,289.205505,1300.751953,380.431793,251.127930,1302.824219,359.463898,275.964325,1306.336182,333.050812,231.485229,1503.064209,398.519836,273.479492,1509.773438,400.152435,257.231018,1512.746216,357.705658,255.676956,1293.346069,363.345123,,,,,,,,,,,,
32,0.267000,321.725098,885.482666,378.403534,229.179947,888.677795,368.271515,274.511719,886.813293,395.037109,305.906189,1093.928955,333.938660,294.733490,1090.685547,357.302307,263.962372,1098.577759,318.491760,257.153992,1094.690796,345.914459,289.233917,1300.786865,380.440216,251.104034,1302.816162,359.489655,275.960938,1306.332886,333.051361,231.480469,1503.062744,398.514343,273.482300,1509.772339,400.152374,257.232635,1512.757446,357.699799,255.671646,1293.334106,363.340881,,,,,,,,,,,,
33,0.275000,321.716736,885.469421,378.408112,229.067490,888.659485,368.322845,274.508209,886.816467,395.035461,305.905762,1093.923706,333.927765,294.731018,1090.671265,357.290131,263.956055,1098.558960,318.487061,257.141418,1094.679199,345.902100,289.201111,1300.746704,380.433167,251.093094,1302.811279,359.490448,275.963593,1306.323486,333.044434,231.477737,1503.060181,398.509155,273.484222,1509.769165,400.149017,257.235992,1512.744507,357.707214,255.674667,1293.340332,363.343903,,,,,,,,,,,,
34,0.283000,321.717773,885.458862,378.385101,229.144821,888.668396,368.281952,274.498627,886.817688,395.030090,305.907532,1093.928467,333.926941,294.727020,1090.681885,357.285278,263.956268,1098.577759,318.485870,257.142975,1094.679688,345.896545,289.190063,1300.735596,380.433655,251.094604,1302.815674,359.496613,275.946991,1306.327515,333.049530,231.479935,1503.060913,398.511505,273.480103,1509.771484,400.146362,257.233734,1512.747803,357.695557,255.671585,1293.337036,363.346619,,,,,,,,,,,,
35,0.292000,321.711212,885.451477,378.375641,229.066574,888.658264,368.317474,274.503052,886.818481,395.034302,305.913788,1093.938721,333.931061,294.726685,1090.679565,357.283752,263.963928,1098.585449,318.489746,257.150696,1094.667969,345.890320,289.192841,1300.739136,380.442627,251.096222,1302.808105,359.499725,275.883118,1306.341553,333.059723,231.481781,1503.066040,398.515717,273.484009,1509.769409,400.148376,257.233063,1512.755737,357.688049,255.679871,1293.333984,363.359863,,,,,,,,,,,,
36,0.300000,321.720551,885.447571,378.367462,229.144318,888.666443,368.272858,274.501831,886.809937,395.025635,305.913666,1093.947754,333.916687,294.726196,1090.686890,357.266968,263.959778,1098.567627,318.489777,257.145538,1094.684937,345.889709,289.191010,1300.738403,380.433868,251.092880,1302.806885,359.500153,275.945312,1306.316650,333.052704,231.481934,1503.054688,398.506836,273.481720,1509.767334,400.146606,257.239685,1512.742798,357.707123,255.677826,1293.334473,363.336426,,,,,,,,,,,,
37,0.308000,321.721069,885.456482,378.371826,229.181122,888.677979,368.258789,274.505920,886.819458,395.031219,305.922119,1093.953491,333.931824,294.729156,1090.691406,357.271332,263.960144,1098.572754,318.490936,257.154022,1094.668213,345.879547,289.224548,1300.773682,380.443573,251.098419,1302.794434,359.496887,275.955170,1306.329224,333.052582,231.482727,1503.055298,398.511597,273.481110,1509.762329,400.151733,257.238068,1512.749512,357.700989,255.683685,1293.342529,363.357422,,,,,,,,,,,,
38,0.317000,321.713501,885.454712,378.380157,229.176926,888.665833,368.259064,274.509674,886.825073,395.032471,305.931946,1093.965088,333.916656,294.729431,1090.690308,357.262726,263.963226,1098.570557,318.490753,257.148438,1094.680054,345.892517,289.200043,1300.744263,380.435150,251.103760,1302.794434,359.493805,275.950256,1306.324341,333.052277,231.485672,1503.054688,398.517487,273.476807,1509.762573,400.151855,257.242035,1512.743042,357.709625,255.676895,1293.328979,363.344177,,,,,,,,,,,,
39,0.325000,321.722992,885.450623,378.376678,229.180618,888.666077,368.261017,274.519775,886.817749,395.029541,305.939209,1093.968628,333.913788,294.733032,1090.687134,357.258820,263.961487,1098.559448,318.496277,257.152374,1094.691284,345.885162,289.202515,1300.735962,380.428040,251.106888,1302.809814,359.495026,275.951202,1306.320801,333.049896,231.488159,1503.057983,398.515686,273.481018,1509.762329,400.154633,257.237946,1512.744873,357.697479,255.677246,1293.344849,363.338928,,,,,,,,,,,,
